Date,Close,High,Low,Open,Volume
2015-01-02,17.83024787902832,17.902865208343805,17.42842497237633,17.49136146854231,2597400
2015-01-05,16.65382957458496,17.65596389458234,16.595733493148575,17.65112163107143,5026600
2015-01-06,16.261686325073242,16.82810916335456,15.671055867283496,16.673190001767427,5633500
2015-01-07,16.469860076904297,16.494065850780213,15.990577628319627,16.256846681301205,3586700
2015-01-08,16.67319679260254,16.784544869920428,16.47954868513862,16.60057944484713,3320100
2015-01-09,16.615100860595703,16.784543168296352,16.295579761229735,16.673195102266977,2225100
2015-01-12,15.825973510742188,16.56668264323308,15.743673522010923,16.460175037315537,3355100
2015-01-13,15.419313430786133,15.888912277289194,15.414472091330504,15.743675787184642,3962800
2015-01-14,15.709789276123047,15.71462969278587,15.022334686102392,15.249872128294204,4654300
2015-01-15,15.922799110412598,16.252002772779978,15.622643481824213,15.884070245489248,3093900
2015-01-16,16.64413833618164,16.653821011442353,15.884065872639688,15.898588962140021,3027600
2015-01-20,16.57152557373047,16.726444743969495,16.290735270215553,16.634462063759507,2922500
2015-01-21,17.283185958862305,17.35580327763971,16.52311323894313,16.61025549890169,3127900
2015-01-22,17.050813674926758,17.525254021804507,16.95882911746187,17.399381000047125,3750600
2015-01-23,17.070173263549805,17.389694315323673,16.90073098108729,17.05080975039864,3277400
2015-01-26,16.905567169189453,17.200882370572135,16.750648022034916,17.13310547453976,3151400
2015-01-27,16.876529693603516,16.99756045520792,16.64899127081672,16.77970471496342,2750200
2015-01-28,16.308914184570312,16.949917382631824,16.26487564018036,16.949917382631824,2777300
2015-01-29,16.812917709350586,16.891208286191787,16.127873762044135,16.21595089431481,3768000
2015-01-30,16.852060317993164,17.101612789095643,16.43614202161489,16.71505228936868,3249000
2015-02-02,17.023317337036133,17.04778278275883,16.56335874443646,16.984171130604732,4622300
2015-02-03,17.287546157836914,17.44901956978446,17.052672686032782,17.12607087929577,2852700
2015-02-04,17.008636474609375,17.32180052440617,16.754193600702365,17.10650012350876,2506100
2015-02-05,17.458810806274414,17.473489702229674,16.94502891530528,17.17011403072504,3063400
2015-02-06,17.267974853515625,17.615389022363054,16.998851227881616,17.615389022363054,2681300
2015-02-09,16.940134048461914,17.31690791831551,16.89120315277974,17.27286936556395,2838900
2015-02-10,16.92055892944336,17.00863414815256,16.553571696212913,16.954810921884047,2380000
2015-02-11,16.671010971069336,16.87652484661657,16.64654552237407,16.71994186845987,2134200
2015-02-12,16.75908851623535,16.881417629492546,16.671011405362645,16.881417629492546,1760300
2015-02-13,16.852060317993164,16.993962557122465,16.729731187694334,16.881419981238867,3295900
2015-02-17,16.827587127685547,16.969489301566185,16.543784646517807,16.837373677600784,2397300
2015-02-18,16.656326293945312,16.793334252360136,16.622074304341606,16.75908226275643,2286300
2015-02-19,16.533998489379883,16.729723892553622,16.343165427983212,16.406775204053048,4522300
2015-02-20,16.636762619018555,16.822703429759926,16.436142909158875,16.52422003705771,3318300
2015-02-23,16.416563034057617,16.636755763063974,16.377418697008558,16.543786329302947,3410200
2015-02-24,16.465497970581055,16.60250596829934,16.40188631452872,16.416565209543116,2621700
2015-02-25,16.514432907104492,16.671014047562817,16.45571544608123,16.45571544608123,2547600
2015-02-26,16.00554084777832,16.514430410636837,15.927250289384252,16.460605301754512,4419900
2015-02-27,16.313812255859375,16.343171917961456,16.005542336867638,16.01043654718181,3282700
2015-03-02,16.059356689453125,16.35294564736399,16.02999704702481,16.32848021197026,2283200
2015-03-03,16.132762908935547,16.19637269936795,15.976181804404403,16.039791594836803,3426100
2015-03-04,15.922359466552734,16.14255226637303,15.912572912494683,15.927251810284595,2040900
2015-03-05,15.995750427246094,16.196370051287765,15.888102102102511,15.951711882134815,2864800
2015-03-06,15.65323543548584,16.020223760487045,15.49665429768635,15.902786973840227,4394000
2015-03-09,15.565157890319824,15.878321090729006,15.565157890319824,15.658128288355142,4431200
2015-03-10,15.760881423950195,15.795133423987322,15.266672661561646,15.413467214091334,4743900
2015-03-11,15.354751586914062,15.73641879855753,15.29603412869025,15.66791478619736,2959000
2015-03-12,15.379215240478516,15.545582898056415,15.34006996418354,15.413467240574494,2251700
2015-03-13,15.247098922729492,15.340069299890407,15.06115910170463,15.305817301277692,6838500
2015-03-16,15.320494651794434,15.344961029263962,15.026904655238205,15.18837994664647,2791400
2015-03-17,15.364538192749023,15.560264609648932,15.188384884187693,15.188384884187693,3010600
2015-03-18,15.76577377319336,15.897889414859614,15.24709775775478,15.261777584594439,3843100
2015-03-19,15.609190940856934,15.731520958225223,15.472182964006898,15.702161306074348,2557800
2015-03-20,15.741310119628906,15.90767779594956,15.65812721476569,15.687486875267295,4718600
2015-03-23,16.137653350830078,16.19147844915853,15.780452631533898,15.834277729862352,3188700
2015-03-24,15.780454635620117,16.176801610070005,15.765775740245905,16.14254960980083,2740200
2015-03-25,15.902782440185547,16.02511153587928,15.760880241198285,15.804918790311785,2857300
2015-03-26,15.946822166442871,16.098510928274077,15.800027614093255,15.990860718807157,4156700
2015-03-27,15.853853225708008,16.05447288920532,15.809814671935715,15.956609228978666,4435600
2015-03-30,16.10340118408203,16.157226281839495,15.853850664090052,15.853850664090052,2092600
2015-03-31,16.113189697265625,16.3676344570883,16.000647145793018,16.10340314497314,2760900
2015-04-01,15.966395378112793,16.245305589423207,15.966395378112793,16.127868826800604,2717500
2015-04-02,15.981078147888184,16.15723240123156,15.86853556749535,15.95661269416704,2832800
2015-04-06,16.03490447998047,16.064264146625245,15.868536768849296,15.985971702239176,2477300
2015-04-07,16.313812255859375,16.36274315943519,15.858747759545869,15.858747759545869,3174700
2015-04-08,16.33827781677246,16.392102931021956,16.113192672269427,16.33827781677246,3386400
2015-04-09,16.372529983520508,16.401889646106856,16.274666308160377,16.343172187528516,2915300
2015-04-10,16.51932716369629,16.626977410197913,16.352959449373163,16.392105672317264,2366700
2015-04-13,16.392101287841797,16.63675951601854,16.357849285224585,16.63675951601854,2036900
2015-04-14,16.499746322631836,16.631861948338273,16.382309588694923,16.387203797013807,2039000
2015-04-15,16.651439666748047,16.710158989881567,16.42635452785243,16.61229531791999,2583600
2015-04-16,16.783557891845703,16.8227041132109,16.553580374406184,16.636763294915365,2734000
2015-04-17,16.568256378173828,16.78844916837937,16.519323610020237,16.75419716396898,2195800
2015-04-20,16.55846405029297,16.77376255530736,16.44102731427101,16.59271604275904,2388400
2015-04-21,16.460603713989258,16.705261918695623,16.406778610298822,16.563359711983377,1861700
2015-04-22,16.318706512451172,16.534006993248564,16.269775603139696,16.49486077252375,2389900
2015-04-23,16.41167449951172,16.485070848479772,16.29913193781871,16.333383940655967,2400600
2015-04-24,16.55846405029297,16.622075693412928,16.328484786654833,16.38720408796261,4370000
2015-04-27,16.509536743164062,16.636758190377353,16.372526877018213,16.60250619048939,2577800
2015-04-28,16.348722457885742,16.606027025875523,16.319032815880743,16.516959987433932,5288900
2015-04-29,16.60602569580078,16.660453870423705,16.2398610240277,16.378408900473772,3941900
2015-04-30,16.947446823120117,17.066203485405538,16.57633484889121,16.601075269658516,3799100
2015-05-01,16.932600021362305,17.184955289686002,16.828687251984043,16.86827342842772,3963700
2015-05-04,16.79900550842285,17.021673111531317,16.784159743166647,16.93260607028793,1949300
2015-05-05,16.878175735473633,17.05136059761552,16.74952250567672,16.843538763045256,2437800
2015-05-06,16.601083755493164,16.947455486006657,16.50706935349162,16.917765833365817,2565900
2015-05-07,16.3140811920166,16.729726632818707,16.2794442292475,16.729726632818707,2515200
2015-05-08,16.51201057434082,16.64066380059809,16.28439565105288,16.338825716963772,2216300
2015-05-11,16.358617782592773,16.536749958589127,16.279447297403305,16.477372566590343,2734700
2015-05-12,16.823745727539062,16.88807234266492,16.333877006704878,16.358619319304125,4790200
2015-05-13,16.61096954345703,17.100838112967885,16.526851746839075,16.967237594010378,4408000
2015-05-14,16.86333465576172,16.9425051612434,16.650563568359626,16.675303997402573,2993900
2015-05-15,16.685197830200195,16.853435362906577,16.551597270029827,16.754471775272215,2974200
2015-05-18,16.843536376953125,16.897966436650876,16.60107571672856,16.700039290036,2051100
2015-05-19,16.764373779296875,16.89797438295185,16.675306710193556,16.843544297658262,1816900
2015-05-20,16.685197830200195,16.7940560777819,16.625818545075518,16.769315652766668,1860300
2015-05-21,16.690147399902344,16.759421354270557,16.610976896685287,16.66540697156708,1184500
