Date,Open,High,Low,Close,Volume
2024-07-06,0.1304946782107697,0.1304946782107697,0.1304946782107697,0.1304946782107697,108511940.8269113
2024-07-07,0.13881957737252368,0.13881957737252368,0.13881957737252368,0.13881957737252368,38813735.3363426
2024-07-08,0.1262352346625597,0.1262352346625597,0.1262352346625597,0.1262352346625597,25090701.080348443
2024-07-09,0.13325903056892005,0.13325903056892005,0.13325903056892005,0.13325903056892005,49885008.174863435
2024-07-10,0.13957005914648637,0.13957005914648637,0.13957005914648637,0.13957005914648637,29414739.85547108
2024-07-11,0.1393010573153564,0.1393010573153564,0.1393010573153564,0.1393010573153564,26178826.59256102
2024-07-12,0.13725886763631867,0.13725886763631867,0.13725886763631867,0.13725886763631867,27258049.30429869
2024-07-13,0.13808428694316516,0.13808428694316516,0.13808428694316516,0.13808428694316516,29033589.306279227
2024-07-14,0.14340968264144127,0.14340968264144127,0.14340968264144127,0.14340968264144127,27491121.4394127
2024-07-15,0.15194538245907824,0.15194538245907824,0.15194538245907824,0.15194538245907824,28763982.388825458
2024-07-16,0.15822279026813146,0.15822279026813146,0.15822279026813146,0.15822279026813146,47985910.390690036
2024-07-17,0.1587667239209171,0.1587667239209171,0.1587667239209171,0.1587667239209171,50806391.03690748
2024-07-18,0.15494127386163842,0.15494127386163842,0.15494127386163842,0.15494127386163842,38894005.13285506
2024-07-19,0.15201669490766642,0.15201669490766642,0.15201669490766642,0.15201669490766642,34891887.263123885
2024-07-20,0.15796485957930234,0.15796485957930234,0.15796485957930234,0.15796485957930234,39901991.583458945
2024-07-21,0.1582416917302012,0.1582416917302012,0.1582416917302012,0.1582416917302012,29191017.889808133
2024-07-22,0.15946548087922816,0.15946548087922816,0.15946548087922816,0.15946548087922816,36866433.54700701
2024-07-23,0.15121356214770806,0.15121356214770806,0.15121356214770806,0.15121356214770806,32561444.916620277
2024-07-24,0.14383954674112506,0.14383954674112506,0.14383954674112506,0.14383954674112506,39233997.863722354
2024-07-25,0.1398779565514674,0.1398779565514674,0.1398779565514674,0.1398779565514674,28334330.84475619
2024-07-26,0.1370713973987995,0.1370713973987995,0.1370713973987995,0.1370713973987995,40715141.95045285
2024-07-27,0.14273031561435556,0.14273031561435556,0.14273031561435556,0.14273031561435556,29060200.448378243
2024-07-28,0.1431994070858756,0.1431994070858756,0.1431994070858756,0.1431994070858756,29776057.3361638
2024-07-29,0.1391704130026232,0.1391704130026232,0.1391704130026232,0.1391704130026232,20006252.19617331
2024-07-30,0.1389295493476941,0.1389295493476941,0.1389295493476941,0.1389295493476941,33030852.456171043
2024-07-31,0.13750005052346675,0.13750005052346675,0.13750005052346675,0.13750005052346675,31483435.377947066
2024-08-01,0.13574206866081373,0.13574206866081373,0.13574206866081373,0.13574206866081373,35698959.89214297
2024-08-02,0.13471433969404112,0.13471433969404112,0.13471433969404112,0.13471433969404112,44123183.59634963
2024-08-03,0.12405699216389489,0.12405699216389489,0.12405699216389489,0.12405699216389489,45976687.06112009
2024-08-04,0.12058123168552211,0.12058123168552211,0.12058123168552211,0.12058123168552211,41529944.29118538
2024-08-05,0.11420135265652591,0.11420135265652591,0.11420135265652591,0.11420135265652591,49726289.288276784
