Date,Close,High,Low,Open,Volume
2015-01-02,16.790494918823242,16.92614402524022,16.579482802059424,16.918609161607982,6074100
2015-01-05,16.383544921875,16.707598711683527,16.36093601651536,16.684989806323888,9031800
2015-01-06,16.09716796875,16.262962247723976,15.946444851572076,16.067022770353546,10169500
2015-01-07,16.330785751342773,16.39861100304219,16.082093640912255,16.270496798432408,10180200
2015-01-08,16.436296463012695,16.587019613539812,16.33079112008521,16.34586372261842,15825900
2015-01-09,15.97658920288086,16.308177743247803,15.84093869209343,16.293106582250832,17596000
2015-01-12,15.667607307434082,15.893690522047315,15.592245756762331,15.871081625625184,24695300
2015-01-13,15.86354923248291,16.05195243684685,15.81833286590823,15.840941767896759,11043200
2015-01-14,15.87108039855957,15.901225591458418,15.524419304634295,15.562099358355942,21760200
2015-01-15,17.250192642211914,17.431059500939195,16.51165260972501,17.024109428153317,36350200
2015-01-16,17.031652450561523,17.107014030799036,16.798032845487562,16.858321822197055,22402000
2015-01-20,17.400915145874023,17.476276693774,16.933674698815736,17.0316451423063,23999700
2015-01-21,17.491357803344727,17.55164822588233,17.302954545123075,17.333099756391878,17966600
2015-01-22,17.868162155151367,17.87569845705558,17.250199773031788,17.483820819854643,25334400
2015-01-23,18.079174041748047,18.31279364787946,17.9962761593713,18.033957668361907,13027300
2015-01-26,18.20728302001953,18.22989191886057,18.01134354227038,18.049025040338783,14091400
2015-01-27,18.229894638061523,18.28264730582378,18.04902773256133,18.18467683363468,14735300
2015-01-28,18.033952713012695,18.45597543592645,17.973663752596444,18.418295374692118,16762900
2015-01-29,17.551639556884766,17.93598074891105,17.393380150695638,17.853084333671106,19411300
2015-01-30,17.114543914794922,17.423526447594465,17.08440015391336,17.325555990574514,17590300
2015-02-02,17.28787612915039,17.393381449553743,17.114544111827787,17.355701388667455,12854500
2015-02-03,17.44613265991211,17.664681019616456,17.378307406031592,17.58931946670454,16676200
2015-02-04,17.770191192626953,17.898305436404684,17.67222215322161,17.77772749372005,11266500
2015-02-05,17.830480575561523,17.905842150829656,17.566715780824314,17.875696945761405,12016600
2015-02-06,17.408456802368164,17.807870685586053,17.3707752981196,17.67222158249846,16529800
2015-02-09,17.08439826965332,17.287874023420382,16.948747767141946,17.272801425940894,12821100
2015-02-10,17.981201171875,18.049026436241515,17.679754913622805,18.011344935258844,17077300
2015-02-11,18.30525016784668,18.350466519951073,17.913371283203496,17.99626768916123,14211100
2015-02-12,18.440900802612305,18.44843710150843,18.19974498754454,18.39568444663761,10136200
2015-02-13,18.719736099243164,18.810168801468404,18.388146170479555,18.425827660908308,11637500
2015-02-17,18.666988372802734,18.757421098876407,18.59916310954635,18.606699409619534,10525500
2015-02-18,18.621768951416016,18.727275705854392,18.546408832048495,18.606697789983794,7433100
2015-02-19,18.478586196899414,18.621771593938135,18.433368393979706,18.599164129880624,9929400
2015-02-20,18.41829490661621,18.621769244473658,18.312788150517434,18.61423438234004,7268000
2015-02-23,18.252498626708984,18.410758037257857,18.184673370388342,18.3956854386528,7827400
2015-02-24,18.87046241760254,18.900606177705587,18.350469259855256,18.37307672058201,15932700
2015-02-25,18.87046241760254,19.081473050530267,18.832780920721067,18.877997279576704,10388400
2015-02-26,18.599164962768555,18.832784538706054,18.57655606029625,18.68959769785295,7588500
2015-02-27,18.486120223999023,18.674523400787997,18.44090242664011,18.651914502108543,8541000
2015-03-02,18.56148338317871,18.56148338317871,18.38815277713636,18.38815277713636,7081200
2015-03-03,18.463512420654297,18.63684300860635,18.3881508579875,18.62177040859254,7485300
2015-03-04,18.335397720336914,18.538873503045256,18.18467459890802,18.516264603610257,9415000
2015-03-05,18.433366775512695,18.448439375162543,18.19221093072399,18.433366775512695,6882400
2015-03-06,18.154531478881836,18.3730784315376,18.116851415893617,18.275109405326862,6375000
